Date,text,Tickers,Sentiment,label,Pct_Change
2010-09-28,Copper Prices Climb as Dollar Weakens,"[""['^HG', 'USD']""]",{'USD': 1},positive,{'USD': 0.033109686627392776}
2010-03-02,Qualcomm Inc. Announces $3 Billion Share Buyback Plan,"[""['QCOM']""]",{'QCOM': 1},positive,{'QCOM': 0.06664802375471246}
2011-08-24, Newmont Mining Corp. Falls 1.6 Percent as Gold Sinks,"[""['NEM']""]",{'NEM': -1},negative,{'NEM': -0.01616339532313349}
2011-02-17, Chicago Board Options Exchange Volatility Index Increases 18 Percent,"[""['^VIX']""]",{'^VIX': 0},neutral,{'^VIX': -0.0077750697431410165}
2010-01-11,Treasury Two-Year Notes Gain as Rate Hike Expectations Diminish,"[""['^TNX']""]",{'^TNX': 0},neutral,{'^TNX': 0.0026260478552659894}
2010-12-01,"Euro Rebounds Above $1.31, Spanish Bonds Recover","[""['EWP']""]",{'EWP': 1},positive,{'EWP': 0.0601674985906977}
2011-05-03," European Stocks Fall, Daimler AG and Volkswagen AG Drop","[""['^STOXX50E', 'DAI.DE', 'VOW3.DE']""]","{'^STOXX50E': 0, 'VOW3.DE': -1}",negative,"{'^STOXX50E': -0.002824962130042241, 'VOW3.DE': -0.01669759795174597}"
2010-11-08," Emerging-Market Index Rises, Up 18% in 2017","[""['EEM']""]",{'EEM': 0},neutral,{'EEM': -0.004124616189057129}
2010-08-31," German Bunds Rally, Marking Best Month Since November 2008","[""['EWG']""]",{'EWG': 1},positive,{'EWG': 0.00520549760247091}
2011-07-05,Concerns Over China's Understated Bank Loans to Local Governments,"[""['MCHI']""]",{'MCHI': 0},neutral,{'MCHI': 0.0007902502915284604}
2010-12-03,"Oil Prices Reach 25-Month High, Nearing $89 a Barrel","[""['CL=F']""]",{'CL=F': 1},positive,{'CL=F': 0.013522755015980215}
2011-08-22,"Treasuries, Brent Drop Amid Speculation of Federal Reserve's Plan to Stimulate Economy","[""['^TNX', 'BZ=F', '^GSPC']""]","{'^TNX': 1, 'BZ=F': 0, '^GSPC': 0}",neutral,"{'^TNX': 0.008208575148012986, 'BZ=F': -0.0023936855980115634, '^GSPC': 0.00025804116011829414}"
2010-07-26,Homebuilders and Transportation Companies Drive S&P 500 Gains,"[""['XHB', 'IYT']""]","{'XHB': 1, 'IYT': 1}",positive,"{'XHB': 0.025940496739530916, 'IYT': 0.0276652574621854}"
2011-06-07,U.S. Stocks Fall for Fifth Day as Bernanke Gives No Sign of New Stimulus,"[""['^GSPC']""]",{'^GSPC': 0},neutral,{'^GSPC': -0.0009564073932939454}
2011-04-06, MSCI Emerging Markets Index Gains for Seventh Consecutive Day,"[""['EEM']""]",{'EEM': 1},positive,{'EEM': 0.005425290857981269}
2010-07-09, Corporate Credit Risk Indicator in U.S. Falls for Sixth Consecutive Day,"[""['^GSPC']""]",{'^GSPC': 1},positive,{'^GSPC': 0.007203887818266752}
2011-01-13, West Texas Intermediate Crude Oil Rises 0.6%,"[""['CL=F']""]",{'CL=F': 0},neutral,{'CL=F': -0.005007610291925202}
2011-07-19,Stocks and Treasuries Rally on Earnings and Deficit Plan,"[""['^GSPC', '^TNX']""]","{'^GSPC': 1, '^TNX': 0}",positive,"{'^GSPC': 0.01630870818887753, '^TNX': -0.0061876548511912155}"
2011-08-25," Gold Rebounds, Erasing 3 Percent Loss as Equities Drop","[""['GLD']""]",{'GLD': 1},positive,{'GLD': 0.004136363175726965}
2011-01-05, Mosaic Co. Shares Rally After Earnings Beat Estimates,"[""['MOS']""]",{'MOS': 1},positive,{'MOS': 0.028400448090018404}
2011-08-30,Gold and Oil Prices Increase by 2.1% and 1.9% Respectively,"[""['GLD', 'OIL']""]","{'GLD': 1, 'OIL': 1}",positive,"{'GLD': 0.029961508609777754, 'OIL': 0.019013484382189416}"
2010-12-28, International Pressure on Israel for Gaza Offensive Ceasefire,"[""['EIS']""]",{'EIS': 0},neutral,{'EIS': -0.0001701961011105757}
2011-12-07,Euro Fluctuates as Commodities Fall,"[""['FXE', 'DBC']""]","{'FXE': 0, 'DBC': -1}",negative,"{'FXE': 0.00037461082827627834, 'DBC': -0.00863929160875665}"
2011-03-29,"S&P 500 Closes at 32-Month High Before Falling to 1,256.88 on March 16","[""['^GSPC']""]",{'^GSPC': 1},positive,{'^GSPC': 0.007060045042073693}
2010-05-05, Crude Oil Drops to Seven-Week Low on European Recovery Doubts,"[""['CL=F']""]",{'CL=F': -1},negative,{'CL=F': -0.033478326257962654}
2010-01-25,Yen and Dollar Weaken as Investors Shift to Higher-Yielding Currencies,"[""['FXY', 'UUP']""]","{'FXY': -1, 'UUP': 0}",negative,"{'FXY': -0.0039855293054783525, 'UUP': -0.0012998687765328754}"
2011-06-30,"Corn and Wheat Prices Tumble, Oil Advances","[""['CORN', 'WEAT', 'OIL']""]","{'CORN': -1, 'OIL': 1}",neutral,"{'CORN': -0.08722107336143614, 'OIL': 0.00016878140991005708}"
2010-12-13,Dollar Weakens Amidst China's Decision to Maintain Rates,"[""['DXY', 'FXI']""]",{'FXI': 1},positive,{'FXI': 0.010131200135615748}
2010-04-23,American Express and Merck Stocks Surge on Positive Earnings,"[""['AXP', 'MRK']""]","{'AXP': 1, 'MRK': 1}",positive,"{'AXP': 0.027368039167464664, 'MRK': 0.05004492836761676}"
2010-01-19,U.K. Inflation Rate Sees Record Increase,"[""['ACWI']""]",{'ACWI': 1},positive,{'ACWI': 0.011542278104941683}
2011-07-22, MSCI Emerging Markets Index Increases by 0.9%,"[""['EEM']""]",{'EEM': 0},neutral,{'EEM': -0.0006290119879340805}
2011-10-19,U.S. Stocks Fall and Euro Erases Gains Amidst European Division,"[""['SPY', 'FXE']""]","{'SPY': -1, 'FXE': 0}",negative,"{'SPY': -0.01182898887417394, 'FXE': -0.00116704770332543}"
2010-03-26,S&P 500 Sees Minimal Increase Despite Earlier Market Optimism,"[""['SPY']""]",{'SPY': 0},neutral,{'SPY': -0.0006002944942496979}
2011-12-02,Citigroup Economic Surprise Index for U.S. Reaches Highest Level Since March,"[""['C']""]",{'C': 1},positive,{'C': 0.04371974855101013}
2011-11-14,Stocks and Euro Decline as Italy's Borrowing Costs Increase,"[""['EWI']""]",{'EWI': -1},negative,{'EWI': -0.03398787017981608}
2011-11-09,"General Motors Rescinds Break-Even Target for Europe, Shares Tumble","[""['GM']""]",{'GM': -1},negative,{'GM': -0.1090255255440642}
2011-11-16, MSCI Emerging Markets Index Falls,"[""['EEM']""]",{'EEM': -1},negative,{'EEM': -0.026926994043043107}
2010-06-10, Oil Prices Hit Four-Week High; Commodities Overall on the Rise,"[""['CL=F']""]",{'CL=F': 1},positive,{'CL=F': 0.014789004357822488}
2010-04-15, Speculation on Yuan Revaluation Following Strong Chinese Economic Data,"[""['CNY=X', '000001.SS']""]","{'CNY=X': 0, '000001.SS': 0}",neutral,"{'CNY=X': -1.4621542022807965e-05, '000001.SS': -0.00038438743909752215}"
2011-04-29," Crude Oil Prices Rise, Cotton, Corn and Wheat Lead Commodity Gains.","[""['CL=F', 'BAL', 'CORN', 'WEAT']""]","{'CL=F': 1, 'CORN': 1}",positive,"{'CL=F': 0.009480769883374318, 'CORN': 0.04050412032812245}"
2011-07-27,"Brazil's Bovespa Index Drops 1.7%, Enters Bear Market","[""['^BVSP']""]",{'^BVSP': -1},negative,{'^BVSP': -0.017728345129760736}
2010-02-17, Brazil's Bovespa and Real Strengthen Against Dollar,"[""['EWZ', 'BRL=X']""]","{'EWZ': 0, 'BRL=X': -1}",negative,"{'EWZ': 0.002780289826287863, 'BRL=X': -0.005156052564665781}"
2011-12-27,S&P 500 Poised for Biggest Fourth-Quarter Rally Since 1999,"[""['SPY']""]",{'SPY': 0},neutral,{'SPY': 0.0007909518363198309}
2011-05-16,European Finance Ministers Endorse $111 Billion Bailout for Portugal,"[""['EFA']""]",{'EFA': 0},neutral,{'EFA': -0.001814987239525001}
2010-11-26, MSCI Asia Pacific Index Hits Month Low; China May Cut Lending Targets,"[""['MSCI']""]",{'MSCI': 0},neutral,{'MSCI': -0.006826245952567533}
2011-04-29,"Gold Futures Reach Record High, Oil Continues Monthly Advance","[""['GC=F', 'CL=F']""]","{'GC=F': 1, 'CL=F': 1}",positive,"{'GC=F': 0.01646194824148739, 'CL=F': 0.009480769883374318}"
2010-04-23, Shanghai Composite Index Drops on Property Market Measures,"[""['000001.SS']""]",{'000001.SS': 0},neutral,{'000001.SS': -0.005316507087889333}
2010-10-29, South Korea's Kospi Index Drops After Slow Industrial Production Growth,"[""['EWY']""]",{'EWY': -1},negative,{'EWY': -0.011809662150462863}
2011-10-10,S&P 500 and Dow Jones Industrial Average Show Significant Gains,"[""['^GSPC', '^DJI']""]","{'^GSPC': 1, '^DJI': 1}",positive,"{'^GSPC': 0.034124984892549115, '^DJI': 0.029726740486358594}"
2011-08-31," European Government Bonds Drop, Yield on German Notes Rises","[""['EWG']""]",{'EWG': 1},positive,{'EWG': 0.011605029187020222}
2011-12-20,U.S. Economy Predicted to Grow at Least 2% Next Year,"[""['SPY']""]",{'SPY': 1},positive,{'SPY': 0.03026003862314819}
2010-12-06, Bank of America Recommends Overweight in Stocks and Commodities,"[""['BAC']""]",{'BAC': -1},negative,{'BAC': -0.018549890244137}
2011-11-15,Citigroup Economic Surprise Index for the U.S. Rises to Highest Level Since April 1,"[""['C']""]",{'C': 0},neutral,{'C': -0.012685302105135743}
2010-08-02,Treasuries Fall as U.S. Jobs Growth Exceeds Forecasts,"[""['^TNX']""]",{'^TNX': 1},positive,{'^TNX': 0.019263843491123644}
2011-01-25,American Express Earnings Fall Short of Expectations,"[""['AXP']""]",{'AXP': -1},negative,{'AXP': -0.021619846779090124}
2011-01-26," MSCI Emerging Markets Index Gains, Led by China and Russia","[""['EEM']""]",{'EEM': 1},positive,{'EEM': 0.008805576286368355}
2011-05-05," Worker Productivity Declines, Raising Concerns About U.S. Economy","[""['ACWI']""]",{'ACWI': -1},negative,{'ACWI': -0.01406202271194712}
2010-12-21,North Korea Shows Willingness to Resume Nuclear Talks,"[""['EWY']""]",{'EWY': 1},positive,{'EWY': 0.008674536503074037}
2010-02-18,U.S. Stocks and Commodities Rise Amid Economic Optimism,"[""['SPY', 'DBC']""]","{'SPY': 1, 'DBC': 1}",positive,"{'SPY': 0.005895448659561708, 'DBC': 0.008898214043746355}"
2010-03-31,U.S. Stocks and Dollar Decline Amid Jobs and Business Activity Concerns,"[""['SPY', 'UUP']""]","{'SPY': 0, 'UUP': -1}",negative,"{'SPY': -0.00340700935336935, 'UUP': -0.0054325506074739405}"
2010-08-26, Yen and Dollar Depreciate as Zinc and Copper Prices Rise,"[""['JPY=X', 'USD=X', 'HG=F', 'ZS=F']""]","{'JPY=X': 1, 'HG=F': 1, 'ZS=F': 1}",positive,"{'JPY=X': 0.006011032522312609, 'HG=F': 0.02943010459677864, 'ZS=F': 0.0129999999999999}"
2010-11-04,BNP Paribas Reports 46% Jump in Third-Quarter Profit,"[""['BNP.PA']""]",{'BNP.PA': 1},positive,{'BNP.PA': 0.03660629765895296}
2010-02-15,Renault SA and Air Liquide SA Shares Climb After Positive Reports,"[""['RNO.PA', 'AI.PA']""]","{'RNO.PA': 1, 'AI.PA': 1}",positive,"{'RNO.PA': 0.023515431229467865, 'AI.PA': 0.012934329423987867}"
2011-09-27,U.S. Employment Report for May to be Released on Friday,"[""['SPY']""]",{'SPY': 1},positive,{'SPY': 0.011183988615058649}
2011-10-04,S&P 500 Stocks Trading Below 200-Day Average,"[""['^GSPC']""]",{'^GSPC': 1},positive,{'^GSPC': 0.022488442948566112}
2010-12-29,Commodity and Energy Producers Lead Gains in MSCI World Index,"[""['XLE']""]",{'XLE': 1},positive,{'XLE': 0.009937659190318637}
2010-01-06," Financial Companies Issue $23.8 Billion in Bonds, Largest Since February 2009","[""['XLF']""]",{'XLF': 0},neutral,{'XLF': 0.002005329672981171}
2011-06-15," Gold Depreciates 1.1% to $1,775.76 an Ounce.","[""['GLD']""]",{'GLD': 0},neutral,{'GLD': 0.0030268174734946474}
2011-08-16, Gold Rises to Record Settlement Amid Sagging European Economy,"[""['GLD']""]",{'GLD': 1},positive,{'GLD': 0.012339901510646678}
2010-02-23, Fed Chair Bernanke to Present Monetary Policy Outlook to Congress,"[""['SPY']""]",{'SPY': -1},negative,{'SPY': -0.012144882835123383}
2011-06-06," U.S. Treasuries Pare Losses as Stocks Drop, Government to Auction Bonds","[""['^GSPC']""]",{'^GSPC': -1},negative,{'^GSPC': -0.010760206333523925}
2011-10-14, S&P 500 Rebounds More Than 11 Percent from 13-Month Low,"[""['^GSPC']""]",{'^GSPC': 1},positive,{'^GSPC': 0.01738025794738407}
2010-02-18,S&P 500's Three-Day Advance Marks Biggest Since November,"[""['^GSPC']""]",{'^GSPC': 1},positive,{'^GSPC': 0.006584742448973557}
2011-11-10,Italian 10-Year Bond Yield Drops After ECB Buys Country's Debt,"[""['EWI']""]",{'EWI': 1},positive,{'EWI': 0.033333154854674474}
2010-12-01,Euro and Commodities Rally While Treasuries Slide,"[""['FXE', 'DBC', 'BND']""]","{'FXE': 1, 'DBC': 1, 'BND': -1}",positive,"{'FXE': 0.012142389751635285, 'DBC': 0.029517444774546764, 'BND': -0.0025091593008756963}"
2010-02-04, Credit-Default Swaps on European Government Debt Reach New Highs,"[""['VGK']""]",{'VGK': -1},negative,{'VGK': -0.04902588321769008}
2011-11-16, U.S. Industrial Production Advances Despite European Crisis,"[""['^DJI']""]",{'^DJI': -1},negative,{'^DJI': -0.015754612210680197}
2011-10-10,Federal Reserve to Release Minutes of Latest Interest-Rate Setting Meeting,"[""['SPY']""]",{'SPY': 1},positive,{'SPY': 0.03344582038598731}
2010-06-10, Goldman Sachs Shares Drop Amid SEC Probe into CDO,"[""['GS']""]",{'GS': -1},negative,{'GS': -0.022148858789562187}
2011-09-19,Copper and Oil Prices Slide to Nine-Month Low,"[""['HG=F', 'CL=F']""]","{'HG=F': -1, 'CL=F': -1}",negative,"{'HG=F': -0.03788264356569093, 'CL=F': -0.02569352159792626}"
2011-12-22,Financial Shares Lead Gains in S&P 500,"[""['SPY']""]",{'SPY': 1},positive,{'SPY': 0.00885860994176002}
2010-08-30, Wheat and Corn Prices Surge on Supply Concerns,"[""['WEAT', 'CORN']""]",{'CORN': 1},positive,{'CORN': 0.01441318068260311}
2011-08-17, Crude Rises to Two-Week High as Dollar Falls Against Euro,"[""['CL=F', '^DJI']""]","{'CL=F': 1, '^DJI': 0}",positive,"{'CL=F': 0.010732836570095383, '^DJI': 0.0003752673876458168}"
2010-08-16, German and U.K. Bond Yields Decrease,"[""['EWG', 'EWU']""]","{'EWG': 0, 'EWU': 0}",neutral,"{'EWG': 0.004470966152222866, 'EWU': 0.00325117714626999}"
2011-11-17, German Chancellor Angela Merkel Rejects Joint Euro-Area Bonds and ECB as Lender of Last Resort,"[""['EWG']""]",{'EWG': -1},negative,{'EWG': -0.008607556326807875}
2010-10-18,S&P 500 Reaches Highest Close Since May,"[""['^GSPC']""]",{'^GSPC': 1},positive,{'^GSPC': 0.007243744595420987}
2010-06-24,S&P 500 Index Drops 1.5% in Four-Day Losing Streak,"[""['^GSPC']""]",{'^GSPC': -1},negative,{'^GSPC': -0.01680350261882635}
2011-07-14," Italian Government Bonds Decline, Sending 10-Year Yield Up","[""['EWI']""]",{'EWI': -1},negative,{'EWI': -0.01006913212816718}
2011-03-29,Yen Falls to Weakest Level Since May Amid Speculation of Curtailment of Stimulus Measures,"[""['^N225']""]",{'^N225': 0},neutral,{'^N225': -0.0020520265010923744}
2011-05-06, Federal Reserve Gains More Leeway to Keep Interest Rates Near Zero,"[""['SPY']""]",{'SPY': 1},positive,{'SPY': 0.004415786581930536}
2011-12-06,Euro Erases Losses Amid Larger European Rescue Effort Plans,"[""['VGK']""]",{'VGK': 0},neutral,{'VGK': 0.0004508250171810779}
2010-03-02, Microsoft Corp. Predicts Increase in Operating Expenses,"[""['MSFT']""]",{'MSFT': -1},negative,{'MSFT': -0.01929726292382561}
2011-07-18,Bridgewater Associates Predicts Difficult Period for Financial Markets,"[""['SPY']""]",{'SPY': -1},negative,{'SPY': -0.008201191703393618}
2011-09-08," Euro Weakens Against 15 of 16 Major Peers, Drops 1.5 Percent","[""['FXE']""]",{'FXE': -1},negative,{'FXE': -0.015373582454956791}
2010-12-16, Copper Prices Decline on China Inflation Control Speculation,"[""['ACWI', 'MCHI']""]",{'ACWI': 1},positive,{'ACWI': 0.004772400536846577}
2010-01-07, MSCI Emerging Markets Index Falls from Peak Valuations,"[""['EEM']""]",{'EEM': 0},neutral,{'EEM': -0.005799195314523331}
2010-03-02, Australia's Central Bank Raises Benchmark Interest Rate,"[""['EWA']""]",{'EWA': 0},neutral,{'EWA': 0.005269804952284574}
2011-05-30,European Governments Struggle to Resolve Debt Crisis,"[""['VGK']""]",{'VGK': 1},positive,{'VGK': 0.009622870371432057}
2010-09-21,Global Markets Rally as Macron Leads French Presidential Race,"[""['EWQ']""]",{'EWQ': 1},positive,{'EWQ': 0.007652916146413835}
2010-09-01, Corn Prices Hit Highest Since June 2009 Amid U.S. Weather Concerns,"[""['CORN']""]",{'CORN': 1},positive,{'CORN': 0.011197825972005138}
2010-08-04,Treasuries Yield Increase Following Strong Economic Data,"[""['^TNX']""]",{'^TNX': 1},positive,{'^TNX': 0.013040448848742558}
2010-03-23, Intel Corp. Leads U.S. Chipmaker Gains After TSMC Boosts Global Output Forecast,"[""['INTC', 'SMH']""]","{'INTC': 1, 'SMH': 1}",positive,"{'INTC': 0.019334167462817353, 'SMH': 0.022150835850244466}"
2011-08-04,Investors Flee Stocks for Safety of Treasuries Amid Recession Fears,"[""['^TNX']""]",{'^TNX': -1},negative,{'^TNX': -0.054251648198017866}
2010-07-01, S&P 500 Price-to-Earnings Ratio Falls to Yearly Low,"[""['SPY']""]",{'SPY': 0},neutral,{'SPY': -0.004456471825238673}
2011-03-23,Jabil Circuit Inc. Profit Forecast Tops Estimates,"[""['JBL']""]",{'JBL': 1},positive,{'JBL': 0.10882189134966325}
2011-05-12, Treasury Yields to Conquer Peaks Not Seen Since 2006.,"[""['^TNX']""]",{'^TNX': 1},positive,{'^TNX': 0.02312320327022377}
2010-06-17,Apple Inc. Shares Hit Record High,"[""['AAPL']""]",{'AAPL': 1},positive,{'AAPL': 0.01728681190533843}
2010-07-15,Euro Surges to Two-Month High; Spanish Bonds Jump,"[""['FXE', 'EWP']""]","{'FXE': 1, 'EWP': 1}",positive,"{'FXE': 0.015279416859527384, 'EWP': 0.011390627391797636}"
2010-09-22,10-Year Treasury Yields Drop to Three-Week Low,"[""['^TNX']""]",{'^TNX': -1},negative,{'^TNX': -0.017733231311508946}
2011-12-27,Global Sovereign Debt Market Fragility Continues to Create Investor Uncertainty,"[""['ACWI']""]",{'ACWI': 0},neutral,{'ACWI': -0.0016524204517535113}
2011-03-31,Irish Regulators Instruct Four Banks to Raise Additional Capital,"[""['EIRL']""]",{'EIRL': 0},neutral,{'EIRL': -0.004226994651889027}
2010-02-02, Australian Dollar Drops After Reserve Bank Holds Interest Rate,"[""['EWA']""]",{'EWA': 1},positive,{'EWA': 0.0069411282620479575}
2010-11-03, Hong Kong and South Korean Stocks Benefit from Global Stimulus Measures and Economic Growth,"[""['^HSI', '^KS11']""]","{'^HSI': 1, '^KS11': 1}",positive,"{'^HSI': 0.019992463551485873, '^KS11': 0.009348048672325415}"
2010-06-01,U.S. Construction Spending Sees Significant Increase in April,"[""['^GSPC']""]",{'^GSPC': -1},negative,{'^GSPC': -0.01716532127985071}
2010-05-19,"Fed Raises U.S. Growth Estimates and Lowers Unemployment, Inflation Forecasts","[""['SPY']""]",{'SPY': -1},negative,{'SPY': -0.005694130518942964}
2010-05-17, European Finance Ministers Face Deficit Reduction Pressure,"[""['VGK']""]",{'VGK': 0},neutral,{'VGK': 0.002381496792001503}
2011-04-13,U.S. Retail Sales Advance for Ninth Month in March,"[""['SPY']""]",{'SPY': 0},neutral,{'SPY': -7.621970151538981e-05}
2011-03-18,JPMorgan Chase & Co. and Wells Fargo & Co. Rally Following Dividend Increase,"[""['JPM', 'WFC']""]","{'JPM': 1, 'WFC': 1}",positive,"{'JPM': 0.026481256064707637, 'WFC': 0.014986948595689498}"
2010-06-30,U.S. Stocks Deemed Cheapest Relative to Bonds in 30 Years,"[""['SPY']""]",{'SPY': -1},negative,{'SPY': -0.009500041849403784}
2010-10-27, South Korean Won and South African Rand Weaken Amid Capital Inflow Concerns,"[""['EWY', 'EZA']""]","{'EWY': -1, 'EZA': -1}",negative,"{'EWY': -0.01766390991126343, 'EZA': -0.016209720990336463}"
2011-11-23, Financial Shares in S&P 500 Lead Market's November Slide,"[""['SPY']""]",{'SPY': -1},negative,{'SPY': -0.022065588758347188}
2011-10-24,"Stocks Surge, Almost Erasing 2011 Loss in S&P 500 Index","[""['SPY']""]",{'SPY': 1},positive,{'SPY': 0.012260803359628758}
2011-05-04, Gold Declines After Report of Soros Fund Management LLC Cutting Metal Holdings,"[""['GLD']""]",{'GLD': -1},negative,{'GLD': -0.01434486979737204}
2010-08-31,Home Prices in 20 U.S. Cities Rise More Than Expected,"[""['SPY']""]",{'SPY': 0},neutral,{'SPY': 0.0}
2011-12-07, German Bonds Advance After Successful Auction,"[""['EWG']""]",{'EWG': 0},neutral,{'EWG': 0.0009817204721263018}
2010-11-15, Corn and Soybean Futures Rebound on Increased Demand,"[""['CORN', 'SOYB']""]",{'CORN': 1},positive,{'CORN': 0.0217328651702553}
2011-03-23, Egypt's EGX 30 Index Falls as Trading Resumes After Uprising,"[""['EGPT']""]",{'EGPT': -1},negative,{'EGPT': -0.08108092749777895}
2011-06-20,S&P 500 Rises for a Third Straight Day After Six Weekly Losses,"[""['^GSPC']""]",{'^GSPC': 1},positive,{'^GSPC': 0.005395190996116739}
2011-09-02,U.S. Stocks Surge After Fed Chairman Indicates No Immediate Need for Stimulus,"[""['^GSPC']""]",{'^GSPC': -1},negative,{'^GSPC': -0.025281938303220453}
2010-09-09, U.S. Appeals Court Suspends Ban on Stem-Cell Research Funding,"[""['^GSPC']""]",{'^GSPC': 1},positive,{'^GSPC': 0.0048322900955937165}
2010-12-09,Fed Purchases Fewer Seven-Year Notes Than Expected,"[""['SPY']""]",{'SPY': 1},positive,{'SPY': 0.0038938433125215166}
2010-09-22, Copper Prices Surge to Five-Month High as Dollar Declines,"[""['HG=F']""]",{'HG=F': 1},positive,{'HG=F': 0.024176172702750076}
2010-04-20,S&P 500 Rallies Following Strong Corporate Earnings Reports,"[""['^GSPC']""]",{'^GSPC': 1},positive,{'^GSPC': 0.008058340784849571}
2011-06-06,Oil Prices Retreat Below $100 a Barrel Before OPEC Ministers Meeting,"[""['CL=F']""]",{'CL=F': -1},negative,{'CL=F': -0.012073429153208748}
2010-11-02,U.S. Midterm Elections May Lead to Divided Congress,"[""['SPY']""]",{'SPY': 1},positive,{'SPY': 0.007930414973684075}
2010-01-28, Apple Inc. Shares Fall Post-iPad Launch Amid Criticism,"[""['AAPL']""]",{'AAPL': -1},negative,{'AAPL': -0.04132197269506144}
2011-07-28,S&P 500 Tumbles Amidst Debt Ceiling Impasse and Earnings Season,"[""['^GSPC']""]",{'^GSPC': 0},neutral,{'^GSPC': -0.0032339665839667964}
2010-02-10,Bernanke Indicates Possible Rate Hike on Bank Loans,"[""['SPY']""]",{'SPY': 0},neutral,{'SPY': -0.0019586957581404496}
2011-03-24," Spain's 10-Year Yield Unchanged, Italy's Falls One Basis Point","[""['EWP', 'EWI']""]","{'EWP': 1, 'EWI': 1}",positive,"{'EWP': 0.0182291807286048, 'EWI': 0.020108827738636315}"
2010-02-24, European Stocks Rise After Bernanke's Remarks and Positive Corporate Results,"[""['^STOXX50E']""]",{'^STOXX50E': 0},neutral,{'^STOXX50E': 0.0016040177336051897}
2011-11-18,Boeing Gains 2.1 Percent After Winning Provisional Order for 230 Planes,"[""['BA']""]",{'BA': 1},positive,{'BA': 0.02072929052433281}
2010-05-07,S&P 500 Erases 2010 Gains Amidst European Debt Crisis,"[""['SPY', 'VGK']""]","{'SPY': -1, 'VGK': -1}",negative,"{'SPY': -0.014875275621359707, 'VGK': -0.006804324414403928}"
2010-05-18,Euro Hits Four-Year Low Against Dollar Amid German Short Sale Ban,"[""['FXE', 'UUP']""]","{'FXE': -1, 'UUP': 1}",neutral,"{'FXE': -0.013848516329469152, 'UUP': 0.010718496264665811}"
2010-06-18,Spanish Bonds Surge Amid Debt Crisis Containment Hopes,"[""['EWP']""]",{'EWP': 1},positive,{'EWP': 0.020224876702571448}
2010-08-05, Aviva Plc Shares Surge After Profit Exceeds Expectations,"[""['AV.L']""]",{'AV.L': 1},positive,{'AV.L': 0.07175847461783591}
2010-02-22, U.S. Treasuries Decline as TIPS Auction Draws Yield of 2.229 Percent,"[""['^GSPC']""]",{'^GSPC': 0},neutral,{'^GSPC': -0.0010458578339902491}
2010-11-22, Irish Prime Minister to Seek Elections After Budget Approval,"[""['EIRL']""]",{'EIRL': -1},negative,{'EIRL': -0.016213744318088086}
2011-05-06, Bill Gross Warns of Little Liquidity in Corporate Bond Markets,"[""['SPY']""]",{'SPY': 1},positive,{'SPY': 0.004415786581930536}
2010-02-12,Oil and Copper Prices Decline Over 1.5%,"[""['CL=F', 'HG=F']""]","{'CL=F': -1, 'HG=F': -1}",negative,"{'CL=F': -0.015276322323681701, 'HG=F': -0.016136736696745757}"
2010-03-15, Baidu's Stock Value Surpasses Google Amid China Internet Speculation,"[""['BIDU', 'GOOGL']""]","{'BIDU': 1, 'GOOGL': -1}",neutral,"{'BIDU': 0.048342540191626426, 'GOOGL': -0.02822929289960263}"
2011-01-11, South African President Zuma to Face No-Confidence Vote,"[""['EZA']""]",{'EZA': 0},neutral,{'EZA': 0.0004215691443807401}
2011-06-22, Pound Depreciates Against All Major Counterparts Following Bank of England Vote,"[""['EWU']""]",{'EWU': 1},positive,{'EWU': 0.01155841619878517}
2011-02-08, U.S. Homebuilders Anticipate Spring Sales Comeback,"[""['XHB']""]",{'XHB': 1},positive,{'XHB': 0.018868420527721863}
2011-12-12,"West Texas Intermediate Oil Climbs, But Crude Falls for Seventh Week","[""['CL=F']""]",{'CL=F': -1},negative,{'CL=F': -0.01649740427147839}
2010-06-15, German Investor Confidence Drops More Than Expected,"[""['EWG']""]",{'EWG': 1},positive,{'EWG': 0.032820711776932354}
2010-01-04,"Gold and Copper Prices Rise, with Copper Hitting 16-Month High","[""['GLD', 'JJC']""]",{'GLD': 1},positive,{'GLD': 0.023203853786358142}
2010-11-19, General Motors Co. Shares Increase in Second Day of Trading Post-IPO,"[""['GM']""]",{'GM': 0},neutral,{'GM': 0.0020473965445260145}
2010-03-29, U.S. Hog and Pork-Belly Futures Hit Exchange Limit on Herd Reduction Report,"[""['^GSPC']""]",{'^GSPC': 1},positive,{'^GSPC': 0.005683234964352302}
2011-04-20," Treasuries Fall, Snapping a Three-Day Gain","[""['^TNX']""]",{'^TNX': 1},positive,{'^TNX': 0.013110890784681306}
2010-08-23, Yen Strengthens as BOJ and Japanese PM Fail to Address Currency Rally,"[""['EWJ']""]",{'EWJ': -1},negative,{'EWJ': -0.006309188495453699}
2011-07-15,U.S. Faces $60 Trillion Net Present Value Liability Burden,"[""['^GSPC']""]",{'^GSPC': 1},positive,{'^GSPC': 0.005554424471774233}
2010-03-30," Gold Prices Dip as Dollar Rebounds, Ending Three-Session Rally","[""['GLD', 'UUP']""]","{'GLD': -1, 'UUP': 1}",neutral,"{'GLD': -0.007172402568247138, 'UUP': 0.003775124945126329}"
2011-05-23, S&P GSCI Index of 24 Commodities Retreats 1.7 Percent,"[""['SPGI']""]",{'SPGI': -1},negative,{'SPGI': -0.01074810480723043}
